room_type,neighbourhood_cleansed,latitude,longitude,price,last_review
Entire home/apt,South of Market,37.7748961,-122.4115412,151.0,2023-03-26
Entire home/apt,Chinatown,37.792298478924344,-122.40811609113484,264.0,2023-05-26
Entire home/apt,Parkside,37.74379362374097,-122.47363916244124,306.0,2023-05-29
Entire home/apt,Chinatown,37.79066168661875,-122.40827210384836,214.0,2023-05-15
Private room,Chinatown,37.7905509,-122.4069285,201.0,2023-04-27
Entire home/apt,Nob Hill,37.7906766437841,-122.40917295906304,214.0,2023-05-18
Entire home/apt,Nob Hill,37.790616811873775,-122.40925706992192,214.0,2023-05-22
Entire home/apt,Chinatown,37.79080958007603,-122.40824703575758,214.0,2023-05-03
Private room,Outer Sunset,37.763031,-122.4855091,139.0,2023-05-22
Entire home/apt,Nob Hill,37.79044,-122.40975,246.0,2023-05-23
Entire home/apt,Noe Valley,37.74600631624488,-122.43671231936516,258.0,2023-05-29
Private room,South of Market,37.77950286620845,-122.4073003112003,63.0,2023-03-17
Entire home/apt,Outer Sunset,37.76297,-122.50633,176.0,2023-05-17
Private room,Crocker Amazon,37.7151457927106,-122.4387585259658,185.0,2023-05-21
Private room,Western Addition,37.78644,-122.42362,129.0,2023-05-01
Private room,Visitacion Valley,37.71781,-122.40451,77.0,2023-05-17
Private room,Bernal Heights,37.7469687,-122.41364752513122,91.0,2023-05-30
Private room,Bayview,37.735871578692816,-122.40031010967492,61.0,2023-05-13
Private room,Bayview,37.7350133,-122.3998978,59.0,2023-03-19
Private room,Bayview,37.7350133,-122.3998978,53.0,2023-06-03
Entire home/apt,Twin Peaks,37.7555489,-122.4435169,190.0,2023-05-19
Entire home/apt,Marina,37.8011935,-122.4320931,879.0,2023-05-30
Private room,Visitacion Valley,37.72050671005351,-122.40414060652256,52.0,2023-05-15
Entire home/apt,Bernal Heights,37.74124,-122.41455,117.0,2023-06-02
Private room,Western Addition,37.78147577707454,-122.44157915026246,137.0,2023-05-27
Private room,Lakeshore,37.7331,-122.47694,211.0,2023-05-14
Entire home/apt,Western Addition,37.785594,-122.443612,95.0,2023-04-29
Entire home/apt,Outer Sunset,37.750013934157415,-122.50258275896056,130.0,2023-04-24
Entire home/apt,Downtown/Civic Center,37.78735429877994,-122.4143122494362,233.0,2023-05-24
Entire home/apt,Western Addition,37.7771580633875,-122.42645283509395,175.0,2023-05-20
Entire home/apt,Bernal Heights,37.746955974709465,-122.4136797116394,456.0,2023-05-27
Entire home/apt,Chinatown,37.7905509,-122.4069285,162.0,2023-05-26
Entire home/apt,Outer Sunset,37.76175422901465,-122.4999026878357,140.0,2023-05-29
Private room,Bayview,37.73594565537704,-122.3995529813489,52.0,2023-05-30
Private room,Western Addition,37.76948942398299,-122.43075894073456,102.0,2023-06-01
Private room,Outer Sunset,37.75096046455136,-122.48764416417256,72.0,2023-05-19
Private room,Outer Richmond,37.777992360219024,-122.50287657959724,60.0,2023-04-29
Entire home/apt,Russian Hill,37.80641771329301,-122.42099265891775,181.0,2023-04-05
Private room,Western Addition,37.7715714868979,-122.43053999652108,154.0,2023-05-22
Private room,Inner Richmond,37.77765,-122.46084,180.0,2023-05-28
Entire home/apt,Outer Richmond,37.77313246643091,-122.49941704154011,188.0,2023-06-04
Entire home/apt,Marina,37.79781534857788,-122.43401968141632,500.0,2023-05-27
Private room,Western Addition,37.76998,-122.429,107.0,2023-06-03
Private room,South of Market,37.77373731536954,-122.41031983731818,104.0,2023-05-22
Private room,Pacific Heights,37.79435927460818,-122.4428282683084,169.0,2023-05-21
Private room,Pacific Heights,37.79295284961723,-122.44232176201088,208.0,2023-05-16
Entire home/apt,Inner Sunset,37.76379,-122.46172,127.0,2023-05-07
Entire home/apt,South of Market,37.77421406285245,-122.41230841632334,143.0,2023-04-13
Entire home/apt,South of Market,37.7775,-122.413,195.0,2023-02-23
Entire home/apt,Potrero Hill,37.7551509343282,-122.38752954161905,170.0,2023-05-22
Entire home/apt,Bayview,37.73673110078598,-122.38895986327522,105.0,2023-05-26
Entire home/apt,Bernal Heights,37.74385,-122.41787,299.0,2023-05-06
Entire home/apt,Parkside,37.736842765879366,-122.50505781474853,250.0,2023-05-19
Entire home/apt,Western Addition,37.7797338,-122.4402213,132.0,2023-05-22
Private room,Ocean View,37.71726088567139,-122.46899877252076,73.0,2023-04-11
Private room,Ocean View,37.715165533076224,-122.46854590690693,73.0,2023-05-25
Private room,Ocean View,37.7165399892738,-122.47033243000531,121.0,2023-05-28
Private room,Haight Ashbury,37.77555905874523,-122.44277049138846,95.0,2023-04-23
Entire home/apt,Castro/Upper Market,37.7608745,-122.4376092,399.0,2023-05-22
Private room,Ocean View,37.71785732650761,-122.46963980230294,72.0,2023-04-27
Entire home/apt,Castro/Upper Market,37.757981255306454,-122.43999570709036,561.0,2023-04-26
Entire home/apt,Ocean View,37.71747359527867,-122.47026413606672,282.0,2023-05-28
Entire home/apt,Nob Hill,37.792364017358224,-122.40985036327238,264.0,2023-05-22
Entire home/apt,Nob Hill,37.79034863105442,-122.4096612270163,264.0,2023-05-22
Entire home/apt,South of Market,37.77342,-122.41101,679.0,2023-05-04
Private room,Western Addition,37.785843903407006,-122.42555259637246,129.0,2023-05-25
Entire home/apt,Outer Richmond,37.780063212235845,-122.49497377893904,112.0,2023-05-21
Entire home/apt,Bayview,37.73861571846233,-122.38917292631048,108.0,2023-05-19
Private room,Outer Richmond,37.7790734,-122.5023249,60.0,2023-05-17
Private room,South of Market,37.777059927335806,-122.39262941867648,100.0,2023-04-24
Private room,Nob Hill,37.78942492325505,-122.42081776815228,102.0,2023-05-21
Entire home/apt,Mission,37.76434448846978,-122.4185659769186,450.0,2023-05-10
Entire home/apt,Ocean View,37.71978976474372,-122.45186893066274,113.0,2023-05-27
Private room,Visitacion Valley,37.71724247442858,-122.4022098957009,70.0,2023-05-04
Private room,Bernal Heights,37.7455458871252,-122.41612734507204,90.0,2023-05-22
Private room,Haight Ashbury,37.7698648181053,-122.44146865529382,98.0,2023-05-21
Entire home/apt,Downtown/Civic Center,37.78958594651413,-122.40768204006037,90.0,2023-04-28
Entire home/apt,Nob Hill,37.79513,-122.42317,1124.0,2023-04-23
Entire home/apt,Haight Ashbury,37.76407540529566,-122.45207134028824,292.0,2023-05-27
Private room,Haight Ashbury,37.7611010218754,-122.44856045491598,95.0,2023-05-29
Private room,Downtown/Civic Center,37.784143933074986,-122.41043425449762,84.0,2023-05-03
Private room,Parkside,37.743052608093514,-122.47619914340522,119.0,2023-06-02
Entire home/apt,Noe Valley,37.74591,-122.42828,395.0,2023-05-19
Entire home/apt,Ocean View,37.72026587939631,-122.45158991715932,33.0,2023-05-18
Entire home/apt,Outer Sunset,37.76182985920268,-122.4808105423064,122.0,2023-05-28
Private room,Bernal Heights,37.74291689264936,-122.42083354038402,145.0,2023-04-27
Private room,Bernal Heights,37.74496,-122.42093,99.0,2023-04-23
Entire home/apt,Downtown/Civic Center,37.78896359107554,-122.40692953203067,91.0,2023-04-28
Entire home/apt,South of Market,37.77148,-122.40556,642.0,2023-05-07
Entire home/apt,Western Addition,37.78395035687452,-122.4226944420018,364.0,2023-05-14
Entire home/apt,Russian Hill,37.80163907910693,-122.413044250809,174.0,2023-05-23
Entire home/apt,Noe Valley,37.74806037120259,-122.4318829946632,219.0,2023-04-27
Entire home/apt,Financial District,37.78872386509908,-122.3942723263485,486.0,2023-05-28
Private room,Western Addition,37.78863892961856,-122.4226326934437,99.0,2023-05-09
Entire home/apt,Potrero Hill,37.75737513327931,-122.38775800847884,175.0,2023-05-28
Private room,Marina,37.79860399809385,-122.42641849832044,65.0,2023-05-31
Private room,Mission,37.76663419455173,-122.41797420354382,150.0,2023-05-24
Entire home/apt,Outer Mission,37.71366347668395,-122.44441203532573,122.0,2023-05-21
Entire home/apt,Nob Hill,37.79359,-122.41435,127.0,2023-04-11
Private room,Downtown/Civic Center,37.78729669666614,-122.42130180022464,99.0,2023-05-12
Entire home/apt,Outer Sunset,37.76150351943475,-122.48049110494492,99.0,2023-05-31
Entire home/apt,Western Addition,37.77795115531682,-122.44167815283312,164.0,2023-05-27
Entire home/apt,South of Market,37.77815,-122.40536,140.0,2023-04-01
Private room,Mission,37.75346,-122.40611,80.0,2023-03-03
Entire home/apt,Noe Valley,37.75315,-122.43529,280.0,2023-01-01
Entire home/apt,Outer Sunset,37.75072,-122.48042,243.0,2023-05-29
Entire home/apt,Chinatown,37.7915,-122.40737,65.0,2023-04-27
Entire home/apt,North Beach,37.80408,-122.40525,128.0,2023-03-19
Private room,Downtown/Civic Center,37.7878653,-122.4104163,184.0,2023-04-13
Private room,Downtown/Civic Center,37.7878653,-122.4104163,184.0,2023-05-19
Private room,Bernal Heights,37.73416,-122.42259,100.0,2023-05-22
Private room,Bernal Heights,37.73631,-122.42254,130.0,2023-03-10
Private room,Mission,37.7508,-122.41927,90.0,2023-04-22
Entire home/apt,Outer Mission,37.73014,-122.44759,258.0,2023-05-04
Entire home/apt,Noe Valley,37.74186,-122.4315,600.0,2023-02-25
Entire home/apt,Downtown/Civic Center,37.77792,-122.42032,99.0,2023-01-01
Entire home/apt,Noe Valley,37.74667,-122.42647,155.0,2023-05-21
Private room,Outer Mission,37.73183,-122.43014,71.0,2023-05-29
Private room,Bernal Heights,37.73206,-122.42837,68.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.76426,-122.42648,450.0,2023-04-07
Entire home/apt,Nob Hill,37.79611,-122.41653,249.0,2023-03-26
Entire home/apt,Castro/Upper Market,37.762943,-122.439201,543.0,2023-04-28
Entire home/apt,North Beach,37.80482,-122.40626,178.0,2023-02-11
Private room,Downtown/Civic Center,37.78695,-122.40932,186.0,2023-02-18
Private room,Outer Sunset,37.76058,-122.4821,84.0,2023-05-28
Entire home/apt,Visitacion Valley,37.71501,-122.40091,210.0,2023-05-21
Entire home/apt,Chinatown,37.79034,-122.40749,75.0,2023-04-26
Hotel room,North Beach,37.80702,-122.40917,900.0,2023-01-12
Private room,Haight Ashbury,37.7749,-122.43936,212.0,2023-02-10
Private room,Mission,37.75158,-122.40666,90.0,2023-06-03
Private room,Noe Valley,37.7511,-122.43198,120.0,2023-05-26
Entire home/apt,Nob Hill,37.79036,-122.40948,95.0,2023-04-28
Entire home/apt,Nob Hill,37.79011,-122.40947,95.0,2023-04-28
Entire home/apt,Chinatown,37.79198,-122.40747,95.0,2023-04-28
Entire home/apt,Chinatown,37.7918,-122.40741,95.0,2023-04-28
Entire home/apt,Chinatown,37.79181,-122.40882,95.0,2023-03-23
Entire home/apt,Chinatown,37.79192,-122.40889,95.0,2023-04-27
Entire home/apt,Ocean View,37.71313,-122.4611,151.0,2023-05-26
Entire home/apt,Downtown/Civic Center,37.78976,-122.40762,95.0,2023-04-27
Entire home/apt,Inner Sunset,37.76477,-122.47048,279.0,2023-05-19
Private room,Russian Hill,37.8055,-122.42058,379.0,2023-01-11
Private room,Russian Hill,37.8055,-122.42058,445.0,2023-05-04
Private room,Russian Hill,37.8055,-122.42058,445.0,2023-04-25
Entire home/apt,Marina,37.80401,-122.4387,163.0,2023-04-13
Entire home/apt,Inner Sunset,37.75398,-122.47257,180.0,2023-05-28
Entire home/apt,Haight Ashbury,37.76828,-122.44679,70.0,2023-04-28
Entire home/apt,Chinatown,37.79194,-122.40883,95.0,2023-03-24
Entire home/apt,Glen Park,37.73406,-122.43555,110.0,2023-06-04
Entire home/apt,Nob Hill,37.79214,-122.40935,95.0,2023-04-28
Entire home/apt,Noe Valley,37.75296,-122.43396,235.0,2023-03-16
Entire home/apt,Bernal Heights,37.74199,-122.41441,80.0,2023-05-16
Entire home/apt,Outer Mission,37.73066,-122.43431,120.0,2023-05-21
Entire home/apt,Excelsior,37.71797,-122.43917,161.0,2023-05-21
Private room,Bayview,37.72946,-122.38662,95.0,2023-04-30
Entire home/apt,Excelsior,37.72042,-122.43736,115.0,2023-01-28
Entire home/apt,Pacific Heights,37.78878,-122.43798,150.0,2023-05-10
Entire home/apt,Nob Hill,37.79158,-122.40933,95.0,2023-04-27
Entire home/apt,Downtown/Civic Center,37.78997,-122.40959,95.0,2023-01-12
Entire home/apt,Marina,37.80399,-122.43803,382.0,2023-05-29
Entire home/apt,Noe Valley,37.75318,-122.43834,170.0,2023-02-01
Entire home/apt,Russian Hill,37.8007,-122.41408,300.0,2023-04-30
Entire home/apt,Noe Valley,37.751919,-122.434654,257.0,2023-06-02
Private room,Ocean View,37.71228,-122.46666,74.0,2023-05-17
Entire home/apt,Pacific Heights,37.79288,-122.43086,345.0,2023-06-02
Entire home/apt,Mission,37.75625,-122.41745,125.0,2023-05-15
Private room,Outer Mission,37.72717,-122.43924,325.0,2023-05-14
Private room,Bayview,37.72944,-122.38381,90.0,2023-03-17
Shared room,Downtown/Civic Center,37.78856,-122.41952,48.0,2023-05-08
Entire home/apt,Bayview,37.72126,-122.3987,255.0,2023-04-27
Entire home/apt,North Beach,37.80024,-122.40591,165.0,2023-05-28
Entire home/apt,Bernal Heights,37.74437,-122.40904,299.0,2023-04-16
Private room,Mission,37.76905,-122.41918,127.0,2023-01-24
Private room,Western Addition,37.78024,-122.44147,131.0,2023-05-16
Entire home/apt,Outer Mission,37.73194,-122.44679,148.0,2023-05-28
Entire home/apt,Nob Hill,37.79017,-122.41383,386.0,2023-04-29
Entire home/apt,Outer Sunset,37.75062,-122.48895,110.0,2023-05-19
Private room,Outer Sunset,37.76319,-122.49608,175.0,2023-05-21
Entire home/apt,Outer Richmond,37.77642,-122.48739,445.0,2023-05-29
Entire home/apt,Inner Sunset,37.76498,-122.46446,186.0,2023-01-27
Entire home/apt,Outer Mission,37.72327,-122.43822,292.0,2023-05-26
Entire home/apt,South of Market,37.77511,-122.40265,950.0,2023-03-24
Entire home/apt,Bernal Heights,37.74694,-122.40479,175.0,2023-03-04
Private room,Mission,37.75814,-122.41589,124.0,2023-05-13
Private room,Western Addition,37.78746,-122.44046,75.0,2023-02-28
Private room,Ocean View,37.72477,-122.46664,85.0,2023-05-26
Entire home/apt,Western Addition,37.77268,-122.43121,95.0,2023-01-17
Private room,Glen Park,37.73866240804723,-122.42666975040032,130.0,2023-04-26
Entire home/apt,Castro/Upper Market,37.76434,-122.43586,438.0,2023-05-29
Private room,South of Market,37.7754,-122.40162,190.0,2023-05-19
Entire home/apt,Russian Hill,37.79658,-122.42,65.0,2023-03-02
Private room,South of Market,37.77599,-122.40201,190.0,2023-04-05
Private room,Western Addition,37.78312,-122.44005,56.0,2023-05-09
Entire home/apt,Bernal Heights,37.74151,-122.41831,395.0,2023-01-06
Entire home/apt,Mission,37.75797,-122.41156,199.0,2023-05-25
Entire home/apt,Downtown/Civic Center,37.78683,-122.41116,95.0,2023-01-12
Entire home/apt,Haight Ashbury,37.77285,-122.43905,185.0,2023-04-29
Entire home/apt,Downtown/Civic Center,37.78986,-122.40903,95.0,2023-04-28
Entire home/apt,Outer Mission,37.71612,-122.44997,222.0,2023-05-27
Private room,Financial District,37.79166,-122.39157,356.0,2023-05-15
Private room,West of Twin Peaks,37.7362,-122.44807,84.0,2023-05-21
Private room,Western Addition,37.77596,-122.43028,195.0,2023-05-27
Private room,Excelsior,37.72532,-122.40502,78.0,2023-05-29
Private room,Excelsior,37.72396,-122.40468,65.0,2023-05-28
Entire home/apt,Outer Sunset,37.75219,-122.49994,250.0,2023-05-09
Private room,Mission,37.75924,-122.40843,109.0,2023-05-21
Entire home/apt,Bayview,37.73715,-122.38654,168.0,2023-05-13
Entire home/apt,Outer Richmond,37.77864,-122.48937,429.0,2023-05-30
Entire home/apt,Parkside,37.73811,-122.48949,278.0,2023-05-27
Entire home/apt,Parkside,37.7425,-122.489,189.0,2023-05-17
Entire home/apt,Marina,37.80362,-122.43925,115.0,2023-05-17
Entire home/apt,Mission,37.75817,-122.42324,294.0,2023-05-20
Entire home/apt,Mission,37.75767,-122.42278,119.0,2023-05-06
Private room,Downtown/Civic Center,37.78536,-122.4088,209.0,2023-02-03
Entire home/apt,Mission,37.76854,-122.42352,110.0,2023-03-01
Entire home/apt,Outer Sunset,37.76005,-122.48321,267.0,2023-06-01
Entire home/apt,South of Market,37.77968,-122.39698,156.0,2023-05-12
Private room,South of Market,37.78414,-122.40591,271.0,2023-03-16
Entire home/apt,South of Market,37.78142,-122.39736,139.0,2023-04-28
Entire home/apt,South of Market,37.78173,-122.39676,99.0,2023-05-23
Entire home/apt,South of Market,37.77975,-122.39714,99.0,2023-04-29
Entire home/apt,Marina,37.80271,-122.44203,225.0,2023-03-10
Private room,Marina,37.79802,-122.43125,184.0,2023-05-21
Entire home/apt,Marina,37.80166,-122.43901,220.0,2023-03-28
Entire home/apt,Haight Ashbury,37.77054,-122.43885,200.0,2023-01-26
Entire home/apt,Outer Richmond,37.77404,-122.50783,122.0,2023-05-17
Entire home/apt,Downtown/Civic Center,37.77988,-122.42172,103.0,2023-05-18
Private room,Visitacion Valley,37.71622,-122.43053,69.0,2023-05-25
Private room,Excelsior,37.71706,-122.43046,54.0,2023-05-15
Private room,Excelsior,37.716614,-122.43145,56.0,2023-05-22
Private room,Excelsior,37.71758,-122.43201,45.0,2023-05-05
Entire home/apt,Bayview,37.73531,-122.39319,171.0,2023-05-24
Entire home/apt,Inner Sunset,37.76358,-122.47148,75.0,2023-05-20
Entire home/apt,Russian Hill,37.79862,-122.41207,105.0,2023-04-05
Private room,Mission,37.75081,-122.41526,75.0,2023-05-09
Private room,Mission,37.75085,-122.41713,65.0,2023-04-09
Private room,Mission,37.74889,-122.41571,87.0,2023-05-11
Private room,Chinatown,37.7936,-122.4075,200.0,2023-06-04
Entire home/apt,Castro/Upper Market,37.76218,-122.42672,175.0,2023-03-01
Entire home/apt,Nob Hill,37.78984,-122.41243,99.0,2023-01-12
Entire home/apt,Haight Ashbury,37.77298,-122.43759,500.0,2023-02-28
Private room,Excelsior,37.72816,-122.4201,48.0,2023-05-18
Private room,West of Twin Peaks,37.74111,-122.44932,135.0,2023-03-28
Entire home/apt,Inner Richmond,37.78252,-122.47489,188.0,2023-05-19
Entire home/apt,Bayview,37.72847,-122.3834,117.0,2023-05-22
Entire home/apt,Bernal Heights,37.7469,-122.41902,251.0,2023-05-14
Private room,Downtown/Civic Center,37.78728,-122.4073,58.0,2023-03-12
Private room,Downtown/Civic Center,37.7873,-122.40783,69.0,2023-05-19
Private room,Mission,37.75886,-122.40831,129.0,2023-06-03
Entire home/apt,Outer Mission,37.73158,-122.44998,317.0,2023-05-20
Entire home/apt,Lakeshore,37.7332,-122.4816,83.0,2023-05-08
Private room,Downtown/Civic Center,37.78453,-122.40799,242.0,2023-04-16
Entire home/apt,Nob Hill,37.79443,-122.41674,92.0,2023-03-16
Entire home/apt,Mission,37.74879,-122.41039,162.0,2023-05-16
Entire home/apt,Inner Richmond,37.77859,-122.44793,310.0,2023-05-16
Entire home/apt,Western Addition,37.76941,-122.43063,564.0,2023-05-29
Entire home/apt,Outer Richmond,37.78196,-122.4922,144.0,2023-05-28
Entire home/apt,Outer Sunset,37.75959,-122.4774,225.0,2023-01-01
Entire home/apt,Inner Richmond,37.78479,-122.46473,155.0,2023-04-09
Private room,Excelsior,37.7202,-122.43708,80.0,2023-01-31
Entire home/apt,Russian Hill,37.80594,-122.41966,216.0,2023-05-01
Entire home/apt,Outer Mission,37.72164,-122.43873,160.0,2023-04-18
Entire home/apt,Bernal Heights,37.74613,-122.41079,196.0,2023-04-30
Entire home/apt,South of Market,37.78117,-122.39533,146.0,2023-05-07
Entire home/apt,Outer Richmond,37.77781,-122.48889,114.0,2023-03-16
Private room,Excelsior,37.72003,-122.4324,50.0,2023-05-23
Private room,Ocean View,37.72364,-122.47069,72.0,2023-05-22
Entire home/apt,Excelsior,37.72258,-122.43453,133.0,2023-05-28
Private room,Bayview,37.73767,-122.38959,55.0,2023-01-04
Entire home/apt,Mission,37.75716,-122.41033,675.0,2023-05-21
Private room,Haight Ashbury,37.76191,-122.44917,156.0,2023-03-24
Private room,Downtown/Civic Center,37.78806,-122.40948,164.0,2023-04-18
