room_type,neighbourhood_cleansed,latitude,longitude,price,last_review
Private room,Financial District,37.78966,-122.40629,235.0,2023-04-24
Entire home/apt,Bayview,37.73750686645508,-122.39159393310548,62.0,2023-01-06
Entire home/apt,Marina,37.80192,-122.42757,418.0,2023-06-04
Entire home/apt,Nob Hill,37.7918,-122.40936,95.0,2023-03-23
Entire home/apt,Twin Peaks,37.75192,-122.45106,535.0,2023-05-20
Entire home/apt,Pacific Heights,37.79355,-122.43529,140.0,2023-02-13
Entire home/apt,Haight Ashbury,37.76824,-122.44805,200.0,2023-05-29
Entire home/apt,Western Addition,37.78686,-122.43863,155.0,2023-02-03
Entire home/apt,Bernal Heights,37.74758,-122.42321,406.0,2023-05-22
Entire home/apt,Parkside,37.74559,-122.48953,89.0,2023-06-02
Entire home/apt,Visitacion Valley,37.71693,-122.40202,62.0,2023-04-30
Entire home/apt,Visitacion Valley,37.71657,-122.40202,146.0,2023-05-20
Private room,Visitacion Valley,37.71728,-122.40322,62.0,2023-05-24
Entire home/apt,Outer Sunset,37.7536,-122.47797,192.0,2023-05-30
Entire home/apt,South of Market,37.77405,-122.41869,228.0,2023-05-25
Entire home/apt,Western Addition,37.77151,-122.42794,424.0,2023-05-26
Entire home/apt,Noe Valley,37.75532,-122.42618,190.0,2023-05-15
Entire home/apt,Crocker Amazon,37.7113,-122.44475,157.0,2023-05-22
Entire home/apt,Castro/Upper Market,37.75836,-122.43004,208.0,2023-05-29
Entire home/apt,Ocean View,37.71905,-122.44985,105.0,2023-05-29
Entire home/apt,Parkside,37.74429,-122.49138,90.0,2023-05-28
Entire home/apt,Parkside,37.74411,-122.48976,140.0,2023-05-29
Private room,Outer Sunset,37.76479,-122.47868,80.0,2023-05-14
Private room,Outer Sunset,37.76387,-122.48067,77.0,2023-05-21
Entire home/apt,Chinatown,37.79037,-122.40773,235.0,2023-04-25
Entire home/apt,Chinatown,37.79162,-122.40769,235.0,2023-04-22
Entire home/apt,Downtown/Civic Center,37.79005,-122.40951,230.0,2023-01-12
Entire home/apt,Russian Hill,37.80201,-122.42338,121.0,2023-04-05
Private room,Noe Valley,37.75118,-122.44234,80.0,2023-04-30
Entire home/apt,Castro/Upper Market,37.76572,-122.4325,400.0,2023-05-25
Entire home/apt,Visitacion Valley,37.71957,-122.40414,161.0,2023-05-26
Private room,South of Market,37.77628,-122.41507,89.0,2023-04-29
Entire home/apt,Outer Sunset,37.75577,-122.49127,285.0,2023-02-05
Private room,West of Twin Peaks,37.72449,-122.45722,100.0,2023-04-06
Private room,Inner Richmond,37.77344,-122.46977,145.0,2023-05-21
Entire home/apt,Haight Ashbury,37.76589,-122.44677,90.0,2023-02-03
Entire home/apt,Inner Richmond,37.78259,-122.46941,209.0,2023-01-31
Entire home/apt,Twin Peaks,37.74787,-122.44669,275.0,2023-05-31
Entire home/apt,Outer Sunset,37.75819,-122.49908,110.0,2023-04-28
Entire home/apt,Mission,37.75675,-122.42393,74.0,2023-04-21
Entire home/apt,Outer Sunset,37.75237,-122.48005,146.0,2023-05-12
Entire home/apt,Lakeshore,37.72987,-122.47288,178.0,2023-04-01
Entire home/apt,Excelsior,37.72413,-122.426,200.0,2023-05-21
Entire home/apt,Parkside,37.73943,-122.49401,198.0,2023-05-16
Entire home/apt,Excelsior,37.72005,-122.42884,190.0,2023-05-21
Private room,Inner Richmond,37.77507,-122.46685,95.0,2023-05-20
Private room,Inner Richmond,37.77586,-122.46698,70.0,2023-05-01
Private room,Downtown/Civic Center,37.77791,-122.42302,200.0,2023-03-23
Entire home/apt,Outer Sunset,37.746,-122.49796,164.0,2023-05-18
Entire home/apt,Mission,37.75886,-122.42046,289.0,2023-01-01
Entire home/apt,Mission,37.75621,-122.41479,244.0,2023-04-20
Private room,Outer Sunset,37.76344,-122.47735,67.0,2023-05-08
Entire home/apt,Castro/Upper Market,37.75631,-122.43328,166.0,2023-05-17
Entire home/apt,West of Twin Peaks,37.73933,-122.44767,123.0,2023-05-21
Entire home/apt,Noe Valley,37.74639,-122.42864,181.0,2023-05-04
Entire home/apt,Mission,37.76274,-122.42389,851.0,2023-05-21
Entire home/apt,Mission,37.76077,-122.42561,280.0,2023-05-25
Entire home/apt,Pacific Heights,37.78977,-122.44664,135.0,2023-04-01
Entire home/apt,Nob Hill,37.79594,-122.41362,100.0,2023-03-18
Private room,Pacific Heights,37.79283,-122.44006,600.0,2023-05-01
Entire home/apt,Parkside,37.74181,-122.47768,190.0,2023-04-26
Entire home/apt,South of Market,37.77694,-122.39567,129.0,2023-05-19
Entire home/apt,Outer Richmond,37.7784,-122.48511,285.0,2023-01-25
Private room,South of Market,37.78187,-122.39621,150.0,2023-04-28
Private room,Downtown/Civic Center,37.78764,-122.41198,72.0,2023-05-25
Entire home/apt,Western Addition,37.77771,-122.42588,100.0,2023-04-20
Entire home/apt,Excelsior,37.72344,-122.43174,211.0,2023-05-30
Private room,Mission,37.75591,-122.41838,150.0,2023-03-01
Entire home/apt,Haight Ashbury,37.76648,-122.44576,191.0,2023-05-30
Entire home/apt,Excelsior,37.73132,-122.41331,161.0,2023-05-30
Entire home/apt,Inner Richmond,37.77998,-122.46814,150.0,2023-03-02
Private room,Mission,37.76831,-122.42327,65.0,2023-04-24
Entire home/apt,South of Market,37.77289,-122.41089,254.0,2023-05-30
Entire home/apt,Inner Sunset,37.75526,-122.46464,449.0,2023-04-30
Entire home/apt,Outer Richmond,37.77434,-122.48888,117.0,2023-05-26
Private room,Mission,37.75128,-122.41308,108.0,2023-04-29
Entire home/apt,Inner Sunset,37.75654,-122.46552,203.0,2023-05-28
Private room,Nob Hill,37.79225,-122.40995,200.0,2023-04-29
Entire home/apt,Crocker Amazon,37.71248,-122.43083,158.0,2023-05-26
Private room,Outer Richmond,37.77817,-122.50428,101.0,2023-05-23
Private room,Outer Richmond,37.77956,-122.5079,124.0,2023-06-04
Entire home/apt,Inner Richmond,37.78047,-122.46798,309.0,2023-05-06
Entire home/apt,Noe Valley,37.74755,-122.43257,133.0,2023-05-30
Entire home/apt,Bernal Heights,37.73568,-122.42522,336.0,2023-06-02
Private room,Pacific Heights,37.78963,-122.446,210.0,2023-04-29
Private room,Pacific Heights,37.78954,-122.44656,142.0,2023-05-29
Entire home/apt,West of Twin Peaks,37.7421,-122.46293,109.0,2023-05-29
Private room,Chinatown,37.79218,-122.40778,200.0,2023-01-21
Entire home/apt,Castro/Upper Market,37.76827,-122.43578,275.0,2023-05-18
Private room,Castro/Upper Market,37.75773,-122.44001,175.0,2023-05-22
Entire home/apt,Inner Sunset,37.76539,-122.45762,528.0,2023-05-29
Entire home/apt,Russian Hill,37.80127,-122.41362,514.0,2023-05-03
Entire home/apt,Bernal Heights,37.73832,-122.41719,313.0,2023-05-16
Entire home/apt,Mission,37.77109,-122.42305,249.0,2023-05-25
Entire home/apt,Noe Valley,37.74691,-122.4251,187.0,2023-05-23
Private room,Western Addition,37.78917,-122.43126,165.0,2023-05-21
Entire home/apt,Outer Richmond,37.78319,-122.48283,381.0,2023-05-25
Private room,Potrero Hill,37.7605,-122.39524,155.0,2023-05-30
Entire home/apt,Nob Hill,37.7906,-122.41904,150.0,2023-05-01
Entire home/apt,South of Market,37.77614,-122.40643,134.0,2023-03-12
Private room,Mission,37.75128,-122.41308,104.0,2023-05-21
Private room,Excelsior,37.73053,-122.40522,139.0,2023-01-02
Entire home/apt,Noe Valley,37.75356,-122.42711,285.0,2023-05-31
Entire home/apt,Western Addition,37.77647,-122.43239,421.0,2023-05-07
Entire home/apt,Inner Sunset,37.76535,-122.46427,550.0,2023-01-13
Entire home/apt,West of Twin Peaks,37.72966,-122.45616,215.0,2023-03-28
Entire home/apt,Bernal Heights,37.74021,-122.42129,225.0,2023-05-07
Private room,Outer Sunset,37.74782,-122.47713,58.0,2023-05-25
Entire home/apt,Outer Sunset,37.76072,-122.49188,413.0,2023-05-21
Private room,Mission,37.76826,-122.42327,66.0,2023-05-22
Private room,Mission,37.76826,-122.42327,65.0,2023-03-11
Private room,Pacific Heights,37.7893,-122.44513,176.0,2023-02-12
Private room,Mission,37.756248,-122.409508,200.0,2023-05-26
Entire home/apt,Outer Richmond,37.77171,-122.50856,190.0,2023-04-24
Private room,Outer Sunset,37.7574,-122.50014,60.0,2023-05-15
Private room,Outer Sunset,37.74983,-122.47621,70.0,2023-05-30
Entire home/apt,Bernal Heights,37.73378,-122.4269,297.0,2023-05-29
Entire home/apt,Outer Richmond,37.7746,-122.492,119.0,2023-03-31
Private room,Outer Sunset,37.74866,-122.5048,86.0,2023-05-21
Entire home/apt,Parkside,37.745602,-122.477783,170.0,2023-05-21
Private room,Noe Valley,37.75218,-122.44216,100.0,2023-05-03
Entire home/apt,Bernal Heights,37.74125,-122.41448,124.0,2023-05-19
Entire home/apt,Noe Valley,37.7502,-122.44314,390.0,2023-05-29
Entire home/apt,Inner Sunset,37.7555,-122.47517,167.0,2023-06-01
Private room,Outer Richmond,37.77282,-122.50757,135.0,2023-04-02
Entire home/apt,Excelsior,37.72025,-122.43653,231.0,2023-05-21
Private room,Outer Sunset,37.76384,-122.47878,81.0,2023-05-07
Entire home/apt,Noe Valley,37.74996,-122.42552,160.0,2023-05-13
Private room,South of Market,37.77392,-122.41065,106.0,2023-05-28
Entire home/apt,Haight Ashbury,37.77183,-122.44454,270.0,2023-04-16
Private room,Ocean View,37.72284,-122.47057,95.0,2023-05-08
Entire home/apt,Russian Hill,37.80445,-122.42249,836.0,2023-04-16
Entire home/apt,Glen Park,37.73393,-122.4345,206.0,2023-05-20
Entire home/apt,Castro/Upper Market,37.76752,-122.4331,150.0,2023-03-16
Entire home/apt,South of Market,37.77701,-122.4154,169.0,2023-04-09
Entire home/apt,Bayview,37.72763,-122.37032,106.0,2023-05-20
Entire home/apt,Castro/Upper Market,37.76042,-122.44489,350.0,2023-01-12
Entire home/apt,Mission,37.75972,-122.41295,142.0,2023-05-06
Entire home/apt,Castro/Upper Market,37.76378,-122.44128,395.0,2023-05-21
Entire home/apt,Presidio,37.7998,-122.44811,319.0,2023-05-16
Entire home/apt,West of Twin Peaks,37.72686,-122.46575,143.0,2023-06-03
Entire home/apt,Potrero Hill,37.75681,-122.40064,166.0,2023-06-03
Entire home/apt,Castro/Upper Market,37.76547,-122.4345,79.0,2023-04-14
Hotel room,South of Market,37.771771428908565,-122.4092681954214,112.0,2023-05-29
Entire home/apt,Outer Richmond,37.77295,-122.5073,327.0,2023-05-28
Private room,Ocean View,37.72432,-122.46323,126.0,2023-05-28
Private room,Bernal Heights,37.73703,-122.41677,129.0,2023-02-05
Entire home/apt,Parkside,37.74084,-122.47612,116.0,2023-05-20
Private room,Outer Sunset,37.74931,-122.47838,71.0,2023-05-31
Private room,Mission,37.75137,-122.41012,105.0,2023-05-28
Private room,Bayview,37.71992,-122.39248,80.0,2023-05-21
Private room,Western Addition,37.76999,-122.43232,79.0,2023-02-28
Entire home/apt,Russian Hill,37.80491,-122.42271,357.0,2023-06-02
Entire home/apt,West of Twin Peaks,37.74107,-122.46294,275.0,2023-04-27
Private room,Haight Ashbury,37.77091,-122.45255,120.0,2023-04-21
Private room,Bayview,37.71976,-122.39399,60.0,2023-03-17
Private room,Mission,37.76214,-122.40566,132.0,2023-05-12
Private room,Potrero Hill,37.75928,-122.39145,98.0,2023-05-19
Entire home/apt,Downtown/Civic Center,37.78016,-122.41439,95.0,2023-01-22
Entire home/apt,Inner Richmond,37.78397,-122.46476,270.0,2023-06-04
Private room,Potrero Hill,37.76258,-122.4042,117.0,2023-06-03
Private room,Potrero Hill,37.76241,-122.40497,122.0,2023-06-03
Entire home/apt,South of Market,37.775082,-122.407234,107.0,2023-03-19
Shared room,Outer Sunset,37.74882,-122.48012,38.0,2023-03-09
Private room,Noe Valley,37.7435,-122.43544,169.0,2023-04-15
Entire home/apt,Outer Sunset,37.75744,-122.48451,195.0,2023-05-29
Entire home/apt,Inner Richmond,37.78297,-122.46461,121.0,2023-05-11
Private room,Bayview,37.73862,-122.3979,58.0,2023-06-04
Private room,Bayview,37.73685,-122.39914,52.0,2023-05-31
Private room,Bayview,37.73852,-122.39773,50.0,2023-06-03
Private room,Financial District,37.79038,-122.4069,140.0,2023-05-31
Private room,Bernal Heights,37.74649,-122.42449,82.0,2023-06-04
Entire home/apt,Bernal Heights,37.74099,-122.42221,111.0,2023-05-26
Private room,Mission,37.75889,-122.41439,70.0,2023-05-28
Private room,Outer Sunset,37.74738,-122.48071,50.0,2023-01-31
Entire home/apt,Downtown/Civic Center,37.78898,-122.41075,115.0,2023-04-25
Private room,Potrero Hill,37.75763935550168,-122.3912896804048,97.0,2023-04-19
Private room,Potrero Hill,37.76342,-122.39489,141.0,2023-05-23
Entire home/apt,Outer Sunset,37.74729,-122.49296,154.0,2023-05-30
Entire home/apt,Castro/Upper Market,37.76551,-122.43741,179.0,2023-04-12
Entire home/apt,Russian Hill,37.79855,-122.41562,166.0,2023-05-06
Private room,Excelsior,37.72302,-122.41591,54.0,2023-05-20
Entire home/apt,Mission,37.75203,-122.41347,115.0,2023-04-25
Entire home/apt,Lakeshore,37.73589,-122.4864,135.0,2023-05-01
Entire home/apt,Outer Richmond,37.77585,-122.48757,79.0,2023-05-28
Private room,Western Addition,37.77056,-122.43551,232.0,2023-05-27
Entire home/apt,Parkside,37.73866,-122.49442,179.0,2023-01-19
Entire home/apt,Parkside,37.73928,-122.4792,200.0,2023-05-18
Entire home/apt,Castro/Upper Market,37.75791,-122.44073,350.0,2023-01-01
Entire home/apt,Excelsior,37.72371,-122.40538,349.0,2023-04-12
Private room,Outer Mission,37.71566,-122.44665,150.0,2023-05-21
Entire home/apt,Downtown/Civic Center,37.78101,-122.42159,115.0,2023-04-04
Entire home/apt,Western Addition,37.77277,-122.43389,650.0,2023-05-15
Entire home/apt,Haight Ashbury,37.77022,-122.44869,130.0,2023-05-03
Entire home/apt,Inner Richmond,37.77641,-122.47131,130.0,2023-01-11
Entire home/apt,Inner Sunset,37.7523,-122.47398,170.0,2023-05-09
Entire home/apt,Western Addition,37.78267,-122.44357,195.0,2023-01-28
Private room,Excelsior,37.72463,-122.41561,64.0,2023-05-19
Private room,Excelsior,37.72335,-122.41743,55.0,2023-05-28
Entire home/apt,Inner Richmond,37.77682,-122.4712,143.0,2023-05-30
Entire home/apt,Inner Sunset,37.76378,-122.4637,599.0,2023-01-01
Entire home/apt,Parkside,37.74306,-122.47725,199.0,2023-05-29
Entire home/apt,Western Addition,37.78634,-122.42931,341.0,2023-05-17
Private room,Excelsior,37.725636,-122.40976,95.0,2023-05-27
Entire home/apt,Bernal Heights,37.73383,-122.4157,120.0,2023-05-29
Entire home/apt,Bernal Heights,37.73505,-122.42228,134.0,2023-05-21
Entire home/apt,Mission,37.77045,-122.42374,428.0,2023-05-27
Entire home/apt,Western Addition,37.77614,-122.42852,143.0,2023-05-19
Private room,Mission,37.75378,-122.40657,58.0,2023-05-06
Private room,South of Market,37.77124,-122.41915,125.0,2023-05-19
Private room,Bayview,37.71672,-122.38977,104.0,2023-05-21
Entire home/apt,South of Market,37.77624,-122.40785,134.0,2023-02-09
Entire home/apt,Outer Sunset,37.74878,-122.50101,139.0,2023-05-29
Entire home/apt,Nob Hill,37.79498,-122.4153,500.0,2023-04-26
Private room,Bayview,37.71859,-122.39424,49.0,2023-03-30
Entire home/apt,Downtown/Civic Center,37.7888,-122.40963,225.0,2023-04-27
Entire home/apt,Outer Richmond,37.77705,-122.50773,192.0,2023-06-04
Entire home/apt,Downtown/Civic Center,37.78871,-122.41151,188.0,2023-04-05
Entire home/apt,Downtown/Civic Center,37.78873,-122.40985,208.0,2023-05-03
Private room,Castro/Upper Market,37.7569,-122.43742,149.0,2023-04-27
Entire home/apt,Downtown/Civic Center,37.787827,-122.420708,606.0,2023-03-23
Entire home/apt,Glen Park,37.73851,-122.42876,87.0,2023-05-30
Entire home/apt,Inner Sunset,37.76229,-122.45955,195.0,2023-05-20
Entire home/apt,Bernal Heights,37.74655,-122.40856,400.0,2023-05-20
Private room,Ocean View,37.72239,-122.45125,39.0,2023-01-31
Entire home/apt,Ocean View,37.7221,-122.4501,36.0,2023-05-22
Entire home/apt,Parkside,37.74266,-122.47925,188.0,2023-03-17
Entire home/apt,Western Addition,37.772555991217104,-122.43377957565272,349.0,2023-05-22
Private room,Inner Richmond,37.78354,-122.4621,77.0,2023-06-02
Hotel room,South of Market,37.77628,-122.41507,86.0,2023-05-22
Private room,Russian Hill,37.80639,-122.42144,200.0,2023-04-26
Entire home/apt,Mission,37.75624,-122.42348,250.0,2023-05-19
Entire home/apt,Bernal Heights,37.74666,-122.40616,215.0,2023-05-22
Private room,Downtown/Civic Center,37.78878,-122.40984,205.0,2023-04-20
Private room,South of Market,37.77778,-122.41445,93.0,2023-02-26
Private room,Downtown/Civic Center,37.78681,-122.41071,360.0,2023-02-02
Entire home/apt,Glen Park,37.7373,-122.43884,126.0,2023-05-19
Entire home/apt,South of Market,37.78372,-122.40657,175.0,2023-04-05
Private room,Seacliff,37.78765,-122.48575,90.0,2023-05-04
Private room,Visitacion Valley,37.71336,-122.40852,58.0,2023-06-01
Private room,Mission,37.75168,-122.40769,71.0,2023-05-24
Entire home/apt,Western Addition,37.77329,-122.43001,108.0,2023-04-30
Entire home/apt,Mission,37.75122,-122.42484,285.0,2023-02-10
Entire home/apt,Western Addition,37.78873,-122.42898,125.0,2023-05-26
Entire home/apt,Russian Hill,37.80655,-122.42111,245.0,2023-05-04
Private room,Mission,37.75128,-122.41308,95.0,2023-05-21
Entire home/apt,Inner Richmond,37.78002,-122.4508,71.0,2023-05-24
Private room,Outer Mission,37.73032,-122.43024,48.0,2023-05-21
Entire home/apt,Haight Ashbury,37.77417,-122.45031,427.0,2023-05-07
Entire home/apt,Castro/Upper Market,37.76357,-122.42654,100.0,2023-04-08
Entire home/apt,Mission,37.75255,-122.40826,490.0,2023-04-23
Private room,Western Addition,37.77565,-122.42355,245.0,2023-04-15
Private room,Downtown/Civic Center,37.77579,-122.42221,166.0,2023-01-18
Private room,Downtown/Civic Center,37.77437,-122.42164,246.0,2023-04-09
Private room,Castro/Upper Market,37.76347,-122.44245,158.0,2023-04-26
Entire home/apt,Outer Richmond,37.77445,-122.50826,211.0,2023-05-25
Private room,Western Addition,37.786383,-122.429061,116.0,2023-05-28
Private room,Outer Sunset,37.74906,-122.47838,72.0,2023-05-28
Private room,Castro/Upper Market,37.76183,-122.44209,161.0,2023-05-30
Entire home/apt,Bernal Heights,37.74276,-122.41296,147.0,2023-05-26
Entire home/apt,Bayview,37.73826,-122.38575,119.0,2023-05-21
Hotel room,Downtown/Civic Center,37.78127,-122.41271,110.0,2023-05-29
Hotel room,South of Market,37.7793,-122.41096,110.0,2023-05-20
Hotel room,Downtown/Civic Center,37.78128,-122.41166,183.0,2023-01-04
Entire home/apt,Mission,37.75406,-122.42155,95.0,2023-04-10
Entire home/apt,Outer Sunset,37.76085,-122.50814,165.0,2023-05-22
Private room,Nob Hill,37.79627,-122.41229,167.0,2023-04-27
Private room,Inner Sunset,37.7613,-122.46267,65.0,2023-05-28
Entire home/apt,Downtown/Civic Center,37.77751,-122.42219,127.0,2023-02-03
Entire home/apt,Bernal Heights,37.73754,-122.41143,499.0,2023-05-24
Entire home/apt,Outer Mission,37.73246,-122.44777,271.0,2023-01-01
Entire home/apt,Bayview,37.72942,-122.38468,86.0,2023-05-01
Entire home/apt,Ocean View,37.72173236259007,-122.45007546924644,241.0,2023-05-03
Entire home/apt,Outer Richmond,37.782964222263544,-122.47899424750648,515.0,2023-05-22
Entire home/apt,Mission,37.758169,-122.407173,85.0,2023-05-30
Private room,Bayview,37.73219,-122.38543,56.0,2023-04-28
Private room,Outer Sunset,37.75898394435898,-122.50501556908168,442.0,2023-05-26
Entire home/apt,Western Addition,37.76973906177382,-122.43344168621763,525.0,2023-05-28
Entire home/apt,South of Market,37.7874798,-122.3905769,130.0,2023-02-19
Entire home/apt,Outer Sunset,37.76221171776687,-122.5075101125534,249.0,2023-05-20
Private room,Outer Richmond,37.7828484,-122.492252,156.0,2023-04-27
Private room,Mission,37.76636575256487,-122.41819199167055,64.0,2023-05-01
Private room,Marina,37.80017066033598,-122.43814282495136,528.0,2023-06-03
Entire home/apt,Castro/Upper Market,37.7561162,-122.4381643,282.0,2023-05-19
Entire home/apt,Outer Richmond,37.78036619366836,-122.50299832805273,605.0,2023-01-24
Entire home/apt,Bernal Heights,37.74489228109915,-122.41067783543298,258.0,2023-05-21
Entire home/apt,Outer Mission,37.72733144715673,-122.4460082128644,349.0,2023-06-03
Private room,Castro/Upper Market,37.7678124,-122.4293507,544.0,2023-05-19
Entire home/apt,Noe Valley,37.75580209888351,-122.4325707497354,350.0,2023-05-14
Entire home/apt,Bernal Heights,37.7416429,-122.4133335,280.0,2023-04-27
Private room,Castro/Upper Market,37.76549713935833,-122.42924568581913,55.0,2023-05-17
Entire home/apt,Lakeshore,37.73216782668477,-122.49638830490989,288.0,2023-05-27
Private room,Mission,37.76764582051372,-122.4173203317437,78.0,2023-04-11
Entire home/apt,Downtown/Civic Center,37.78896630667581,-122.4128319695592,316.0,2023-03-25
Private room,Visitacion Valley,37.71391,-122.41028,60.0,2023-05-19
Private room,Visitacion Valley,37.71342,-122.41028,78.0,2023-05-28
Entire home/apt,Nob Hill,37.79016864702549,-122.4116302143002,556.0,2023-03-24
Entire home/apt,Downtown/Civic Center,37.78819366756517,-122.41132101057237,261.0,2023-03-25
Entire home/apt,Downtown/Civic Center,37.7878653,-122.4104163,206.0,2023-05-25
Entire home/apt,Downtown/Civic Center,37.78676086808606,-122.4096289741073,206.0,2023-04-28
Entire home/apt,Downtown/Civic Center,37.787426880712985,-122.40928594918088,261.0,2023-05-24
Entire home/apt,Downtown/Civic Center,37.786759197775794,-122.40922144075718,261.0,2023-04-28
Entire home/apt,Nob Hill,37.79026341373656,-122.41334238393648,547.0,2023-04-27
Entire home/apt,Downtown/Civic Center,37.78934552361537,-122.41187260509636,326.0,2023-04-27
Entire home/apt,Downtown/Civic Center,37.788129971551705,-122.4138338376588,347.0,2023-03-24
Entire home/apt,Nob Hill,37.79011161418388,-122.41261623613973,347.0,2023-04-27
Entire home/apt,Downtown/Civic Center,37.78811,-122.41319,274.0,2023-04-28
Entire home/apt,South of Market,37.7775178,-122.4050445,160.0,2023-05-19
Private room,South of Market,37.77653,-122.39233,80.0,2023-05-12
Entire home/apt,Presidio Heights,37.78396827433741,-122.45364362174396,189.0,2023-05-21
Entire home/apt,Western Addition,37.7758079,-122.4306678,696.0,2023-05-30
Private room,North Beach,37.7999111,-122.4093793,58.0,2023-04-11
Entire home/apt,North Beach,37.801543654048274,-122.40561800530698,188.0,2023-05-14
Entire home/apt,Twin Peaks,37.74725,-122.44602,265.0,2023-05-22
Private room,Bayview,37.740643154850765,-122.38956837003302,81.0,2023-04-27
Entire home/apt,Inner Sunset,37.756738140296385,-122.45854351137817,204.0,2023-05-28
Entire home/apt,Presidio Heights,37.782566809519274,-122.45327214425164,123.0,2023-06-02
Entire home/apt,Bernal Heights,37.73567659299044,-122.41637608273837,350.0,2023-03-30
Entire home/apt,Lakeshore,37.73158670732406,-122.4961570712736,116.0,2023-05-31
Entire home/apt,Glen Park,37.740473248033425,-122.42988806253996,130.0,2023-04-19
Private room,Parkside,37.745482816911526,-122.47518298330333,95.0,2023-05-31
Private room,Parkside,37.74389001875385,-122.47538886104115,116.0,2023-05-31
Entire home/apt,Bayview,37.730782951153905,-122.39545502514596,141.0,2023-04-28
Private room,Ocean View,37.7197,-122.4633,74.0,2023-05-26
Entire home/apt,Pacific Heights,37.79707383460544,-122.42796983708216,298.0,2023-05-23
Entire home/apt,Noe Valley,37.74824687335465,-122.43344062022987,207.0,2023-06-02
Private room,Mission,37.767919534847394,-122.42425611426918,52.0,2023-04-18
Private room,Marina,37.80204827767812,-122.42700917360236,252.0,2023-05-03
Private room,Crocker Amazon,37.7145163631237,-122.4393290734836,148.0,2023-05-21
Private room,Bayview,37.71607892397,-122.3909535320394,94.0,2023-05-11
Private room,Bayview,37.71621364595282,-122.39146015877834,104.0,2023-04-28
Private room,Bayview,37.71607,-122.39117,87.0,2023-05-22
Private room,Western Addition,37.78861945385536,-122.4225555089379,102.0,2023-05-19
Entire home/apt,Castro/Upper Market,37.7630602198936,-122.432023,220.0,2023-05-22
Private room,Bernal Heights,37.74247294075023,-122.41025135714725,113.0,2023-05-14
Entire home/apt,Downtown/Civic Center,37.7840807779258,-122.41027238245844,100.0,2023-04-15
Private room,South of Market,37.77571630433868,-122.40186074296732,459.0,2023-04-15
Entire home/apt,Western Addition,37.774772133259965,-122.43068266307584,450.0,2023-04-04
Private room,Downtown/Civic Center,37.774394331556145,-122.42219767449131,116.0,2023-02-28
Entire home/apt,Mission,37.749494373675695,-122.42446504332707,180.0,2023-05-26
Entire home/apt,Noe Valley,37.74429479863327,-122.4371854911513,280.0,2023-05-13
Entire home/apt,Noe Valley,37.7498726,-122.4392861,176.0,2023-05-24
Entire home/apt,Outer Mission,37.72499511815526,-122.44242811702136,227.0,2023-05-29
Entire home/apt,Crocker Amazon,37.71144225342755,-122.43552673799373,226.0,2023-05-31
Entire home/apt,Outer Mission,37.73045656144466,-122.44611192181571,208.0,2023-04-29
Entire home/apt,Mission,37.76989740178337,-122.42234675480248,280.0,2023-04-27
Entire home/apt,Bernal Heights,37.73399,-122.41784,125.0,2023-05-22
Private room,Western Addition,37.78495580840322,-122.4291757755142,39.0,2023-05-07
Entire home/apt,Visitacion Valley,37.716221,-122.402887,238.0,2023-06-03
Entire home/apt,Mission,37.76345001630237,-122.4249193209893,517.0,2023-05-27
Entire home/apt,Parkside,37.744379,-122.503967,550.0,2023-05-15
Private room,Downtown/Civic Center,37.78535958608854,-122.41045890732218,148.0,2023-05-15
Private room,Downtown/Civic Center,37.78427425742862,-122.41065788061476,148.0,2023-05-11
Private room,South of Market,37.783311314577375,-122.40870386754337,157.0,2023-05-07
Private room,Downtown/Civic Center,37.78546024013603,-122.40907064515312,144.0,2023-05-20
Private room,Downtown/Civic Center,37.785533515383655,-122.4090256415466,159.0,2023-05-21
Entire home/apt,Downtown/Civic Center,37.78819724487359,-122.414003312447,196.0,2023-05-21
Private room,Parkside,37.73764080450728,-122.47840734244087,60.0,2023-05-14
Private room,Ocean View,37.720256038501816,-122.44995793367076,31.0,2023-05-25
Entire home/apt,Pacific Heights,37.79434953973033,-122.4427687845502,850.0,2023-04-27
Private room,Mission,37.7645299,-122.4215478,103.0,2023-06-01
Private room,Mission,37.76536,-122.42204,121.0,2023-05-21
Entire home/apt,Bayview,37.73064,-122.38995,188.0,2023-03-26
Private room,South of Market,37.77208824298347,-122.40882248553844,103.0,2023-04-25
Private room,Mission,37.76351407490282,-122.42035195559484,111.0,2023-05-29
Entire home/apt,Ocean View,37.71780427517848,-122.46083386341692,220.0,2023-05-16
Entire home/apt,Ocean View,37.7088,-122.46383,146.0,2023-05-29
Entire home/apt,Visitacion Valley,37.718774153229695,-122.40266957794988,132.0,2023-03-24
Entire home/apt,Outer Mission,37.73013419999999,-122.4438265,200.0,2023-06-03
Private room,Nob Hill,37.78958686083976,-122.42130299334292,99.0,2023-05-18
Private room,Mission,37.7518748,-122.4074263,61.0,2023-05-01
Entire home/apt,Parkside,37.74232590076276,-122.47628798383448,285.0,2023-04-07
Private room,Western Addition,37.787266041469415,-122.42359315440524,129.0,2023-05-23
Private room,South of Market,37.780815916981965,-122.40902096416173,63.0,2023-04-28
Entire home/apt,Outer Mission,37.71560262698468,-122.44326632038002,187.0,2023-05-28
Entire home/apt,Potrero Hill,37.76030355419877,-122.39401866375358,275.0,2023-05-12
Entire home/apt,Outer Richmond,37.77393,-122.50066,150.0,2023-05-30
